"model" "year" "price" "transmission" "mileage" "fuelType" "tax" "mpg" "engineSize"
"10035" " Fiesta" 2019 17500 "Manual" 7775 "Petrol" 150 40.3 1.5
"10036" " EcoSport" 2019 16500 "Manual" 3052 "Petrol" 150 51.4 1
"10039" " Focus" 2018 16900 "Manual" 21931 "Petrol" 150 41.5 2
"10041" " Kuga" 2018 15400 "Manual" 16134 "Diesel" 150 60.1 2
"10044" " Fiesta" 2018 9495 "Manual" 10247 "Petrol" 145 64.2 1.1
"10045" " Fiesta" 2018 13795 "Manual" 4430 "Petrol" 145 62.8 1
"10046" " Fiesta" 2018 11995 "Manual" 6812 "Petrol" 145 65.7 1
"10050" " Focus" 2018 13295 "Manual" 22406 "Petrol" 145 57.7 1
"10051" " Focus" 2019 15995 "Manual" 5452 "Petrol" 145 58.9 1
"10054" " Focus" 2018 18695 "Manual" 12589 "Petrol" 145 41.5 2
"10055" " Fiesta" 2018 14195 "Manual" 8923 "Petrol" 145 58.9 1
"10056" " Focus" 2019 17495 "Manual" 7471 "Petrol" 145 49.6 1
"10057" " Focus" 2019 17495 "Manual" 6370 "Petrol" 145 58.9 1
"10058" " Fiesta" 2019 14495 "Manual" 11363 "Petrol" 145 56.5 1
"10059" " Focus" 2019 14925 "Manual" 12987 "Petrol" 150 58.9 1
"10061" " Focus" 2019 17125 "Automatic" 1858 "Petrol" 145 50.4 1
"10062" " EcoSport" 2019 15625 "Semi-Auto" 6797 "Petrol" 150 45.6 1
"10064" " Kuga" 2019 23000 "Semi-Auto" 4601 "Diesel" 150 38.7 2
"10066" " Fiesta" 2018 9150 "Manual" 21512 "Petrol" 150 65.7 1
"10067" " Kuga" 2018 20000 "Semi-Auto" 22327 "Diesel" 150 54.3 2
"10068" " Kuga" 2019 21600 "Automatic" 2492 "Petrol" 150 29.4 1.5
"10069" " Focus" 2018 18995 "Manual" 6317 "Petrol" 145 41.5 2
"10072" " Ka+" 2018 9295 "Manual" 17537 "Petrol" 145 47.9 1.2
"10073" " Kuga" 2018 17295 "Manual" 24814 "Diesel" 145 60.1 2
"10074" " Kuga" 2018 15495 "Manual" 20595 "Diesel" 145 54.3 2
"10077" " Focus" 2018 11695 "Manual" 7788 "Petrol" 145 61.4 1
"10079" " Focus" 2018 15495 "Manual" 21162 "Petrol" 145 58.9 1
"10080" " Focus" 2018 13495 "Manual" 23111 "Petrol" 145 58.9 1
"10081" " Ka+" 2018 8995 "Manual" 26004 "Petrol" 145 47.9 1.2
"10082" " Focus" 2018 12195 "Manual" 8734 "Petrol" 145 61.4 1
"10084" " Fiesta" 2018 10995 "Manual" 2359 "Petrol" 150 65.7 1
"10086" " Galaxy" 2018 20495 "Manual" 32944 "Diesel" 150 56.5 2
"10087" " Focus" 2018 11495 "Manual" 17468 "Petrol" 150 60.1 1
"10089" " Fiesta" 2018 11495 "Manual" 15146 "Petrol" 150 65.7 1
"10090" " Focus" 2018 11795 "Manual" 26500 "Petrol" 150 60.1 1
"10091" " Ka+" 2018 8495 "Manual" 13561 "Petrol" 150 47.9 1.2
"10093" " Ka+" 2018 8995 "Manual" 11900 "Petrol" 145 47.9 1.2
"10094" " Ka+" 2018 9495 "Manual" 9043 "Petrol" 145 47.9 1.2
"10095" " Fiesta" 2018 9495 "Manual" 9281 "Petrol" 145 55.4 1.1
"10096" " Focus" 2019 18995 "Manual" 4710 "Petrol" 145 49.6 1
"10097" " Focus" 2019 25995 "Manual" 13312 "Diesel" 145 50.4 2
"10099" " Fiesta" 2019 17995 "Manual" 4409 "Petrol" 145 60.1 1
"10100" " Focus" 2019 17995 "Manual" 14569 "Petrol" 145 60.1 1
"10101" " Fiesta" 2019 11995 "Manual" 3239 "Petrol" 145 60.1 1
"10102" " Fiesta" 2019 13495 "Manual" 9869 "Petrol" 145 60.1 1
"10104" " Kuga" 2019 18695 "Manual" 6308 "Diesel" 150 38.2 2
"10106" " Kuga" 2019 19995 "Manual" 2790 "Petrol" 150 35.3 1.5
"10107" " Fiesta" 2018 10995 "Manual" 8979 "Petrol" 150 65.7 1
"10108" " Fiesta" 2018 10495 "Manual" 21092 "Petrol" 150 58.9 1
"10109" " Focus" 2018 12995 "Manual" 21950 "Petrol" 150 57.7 1
"10111" " Fiesta" 2019 12495 "Manual" 5502 "Petrol" 150 58.9 1
"10114" " Focus" 2018 12699 "Manual" 21442 "Petrol" 145 57.7 1
"10116" " Fiesta" 2019 16299 "Manual" 2278 "Petrol" 150 60.1 1
"10117" " Fiesta" 2018 11899 "Manual" 13950 "Petrol" 150 65.7 1
"10119" " Focus" 2018 12199 "Manual" 14766 "Petrol" 145 60.1 1
"10120" " EcoSport" 2018 14799 "Manual" 11494 "Petrol" 145 54.3 1
"10121" " Focus" 2018 14499 "Manual" 11997 "Diesel" 145 80.7 1.5
"10128" " EcoSport" 2018 10995 "Manual" 10992 "Petrol" 150 52.3 1
"10130" " Fiesta" 2018 11795 "Manual" 10872 "Petrol" 150 65.7 1
"10131" " Tourneo Custom" 2019 23995 "Automatic" 6020 "Diesel" 150 31.7 2
"10132" " Focus" 2019 15495 "Manual" 12583 "Petrol" 150 60.1 1
"10133" " EcoSport" 2018 13799 "Manual" 12642 "Petrol" 145 54.3 1
"10136" " Kuga" 2019 19795 "Manual" 12963 "Diesel" 145 39.2 2
"10138" " Kuga" 2018 17399 "Manual" 11447 "Diesel" 145 54.3 2
"10139" " Fiesta" 2018 11399 "Manual" 8804 "Petrol" 145 65.7 1
"10144" " Fiesta" 2018 11999 "Manual" 9224 "Petrol" 145 57.7 1
"10147" " Focus" 2018 11795 "Manual" 17995 "Petrol" 145 61.4 1
"10148" " Focus" 2018 12295 "Manual" 13500 "Petrol" 145 60.1 1
"10149" " Fiesta" 2018 8995 "Manual" 36000 "Petrol" 145 64.2 1.1
"10151" " Fiesta" 2018 12295 "Manual" 11542 "Petrol" 145 65.7 1
"10152" " Fiesta" 2018 9795 "Manual" 22690 "Petrol" 145 64.2 1.1
"10153" " Fiesta" 2018 12495 "Manual" 13097 "Petrol" 145 56.5 1
"10154" " Fiesta" 2018 13695 "Manual" 10856 "Petrol" 145 58.9 1
"10155" " Fiesta" 2018 11695 "Manual" 12487 "Petrol" 145 65.7 1
"10160" " Fiesta" 2018 12499 "Semi-Auto" 14773 "Petrol" 145 54.3 1
"10163" " Fiesta" 2018 11699 "Manual" 16175 "Petrol" 145 65.7 1
"10164" " Focus" 2018 13870 "Manual" 9446 "Petrol" 145 58.9 1
"10165" " Focus" 2018 11640 "Manual" 29546 "Petrol" 150 57.7 1
"10166" " Fiesta" 2018 9445 "Automatic" 63803 "Petrol" 145 48.7 1
"10167" " Kuga" 2018 14199 "Automatic" 24694 "Diesel" 145 58.9 1.5
"10169" " Kuga" 2019 23199 "Semi-Auto" 11194 "Diesel" 145 38.7 2
"10172" " Fiesta" 2018 13491 "Semi-Auto" 3531 "Petrol" 145 48.7 1
"10174" " EcoSport" 2019 15995 "Manual" 4357 "Petrol" 145 53.3 1
"10175" " Kuga" 2018 19333 "Semi-Auto" 13940 "Diesel" 145 58.9 1.5
"10176" " Fiesta" 2018 13991 "Manual" 13456 "Petrol" 145 62.8 1
"10177" " Focus" 2018 13289 "Manual" 22058 "Petrol" 145 57.7 1
"10178" " Focus" 2018 11689 "Manual" 20827 "Petrol" 145 60.1 1
"10179" " Focus" 2018 13491 "Manual" 15919 "Petrol" 145 57.7 1
"10181" " Fiesta" 2018 11180 "Manual" 17373 "Petrol" 145 56.5 1
"10194" " Fiesta" 2018 12995 "Manual" 14806 "Petrol" 150 62.8 1
"10195" " Fiesta" 2018 10795 "Manual" 19901 "Petrol" 150 65.7 1
"10196" " Kuga" 2018 18491 "Manual" 28694 "Diesel" 150 39.2 2
"10199" " EcoSport" 2018 15491 "Manual" 6865 "Diesel" 145 58.9 1.5
"10200" " Fiesta" 2018 10999 "Manual" 8968 "Petrol" 145 55.4 1.1
"10202" " Fiesta" 2019 13889 "Manual" 8653 "Petrol" 145 58.9 1
"10209" " Focus" 2018 11795 "Manual" 20611 "Petrol" 150 61.4 1
"10210" " Fiesta" 2018 11995 "Manual" 17729 "Petrol" 150 65.7 1
"10213" " Fiesta" 2018 11885 "Manual" 11542 "Petrol" 145 56.5 1
"10216" " Focus" 2018 20991 "Manual" 6833 "Petrol" 145 41.5 2
"10221" " Fiesta" 2018 10150 "Manual" 7316 "Petrol" 145 65.7 1
"10222" " EcoSport" 2019 16491 "Manual" 6500 "Petrol" 145 51.4 1
"10224" " Kuga" 2018 16222 "Manual" 17036 "Diesel" 145 60.1 2
"10226" " EcoSport" 2018 14250 "Manual" 11487 "Petrol" 145 54.3 1
"10227" " Focus" 2019 17389 "Automatic" 10898 "Petrol" 145 42.8 1
"10228" " EcoSport" 2019 16666 "Manual" 6378 "Petrol" 145 51.4 1
"10229" " Ka+" 2019 9991 "Manual" 7694 "Petrol" 145 47.9 1.2
"10231" " Fiesta" 2018 10795 "Manual" 10266 "Petrol" 145 55.4 1.1
"10232" " Focus" 2018 13289 "Manual" 22058 "Petrol" 145 57.7 1
"10233" " Fiesta" 2018 12995 "Manual" 14806 "Petrol" 150 62.8 1
"10234" " Focus" 2018 13491 "Manual" 15919 "Petrol" 145 57.7 1
"10235" " EcoSport" 2019 15995 "Manual" 4357 "Petrol" 145 53.3 1
"10236" " Focus" 2018 18689 "Manual" 14277 "Diesel" 145 67.3 2
"10237" " Focus" 2018 12791 "Manual" 16565 "Petrol" 145 60.1 1
"10239" " EcoSport" 2019 16666 "Manual" 6378 "Petrol" 145 51.4 1
"10240" " Ka+" 2019 9991 "Manual" 7694 "Petrol" 145 47.9 1.2
"10243" " Focus" 2018 13150 "Semi-Auto" 14346 "Petrol" 145 51.4 1
"10244" " Kuga" 2019 21222 "Manual" 9000 "Diesel" 145 39.2 2
"10245" " Ka+" 2018 8888 "Manual" 25000 "Petrol" 145 47.9 1.2
"10246" " Fiesta" 2019 14888 "Manual" 6000 "Petrol" 145 58.9 1
"10247" " EcoSport" 2019 16491 "Manual" 6500 "Petrol" 145 51.4 1
"10248" " Fiesta" 2019 13333 "Manual" 11906 "Petrol" 145 58.9 1
"10250" " EcoSport" 2018 16333 "Manual" 3469 "Petrol" 145 51.4 1
"10251" " Kuga" 2018 19333 "Semi-Auto" 13940 "Diesel" 145 58.9 1.5
"10253" " Kuga" 2018 19000 "Manual" 17011 "Diesel" 145 54.3 2
"10256" " Focus" 2018 18689 "Manual" 14277 "Diesel" 145 67.3 2
"10257" " Focus" 2018 12791 "Manual" 16565 "Petrol" 145 60.1 1
"10259" " Focus" 2019 17991 "Manual" 6682 "Petrol" 145 48.7 1
"10260" " Focus" 2018 16000 "Manual" 12898 "Diesel" 145 74.3 1.5
"10261" " Focus" 2018 19444 "Automatic" 8000 "Diesel" 145 64.2 2
"10262" " S-MAX" 2019 25991 "Manual" 8158 "Diesel" 145 54.3 2
"10263" " Ka+" 2019 10795 "Manual" 4777 "Petrol" 145 43.5 1.2
"10264" " Focus" 2019 20795 "Automatic" 7000 "Diesel" 145 64.2 2
"10265" " Ka+" 2019 9795 "Manual" 6500 "Petrol" 145 47.9 1.2
"10266" " Fiesta" 2018 10491 "Manual" 14128 "Petrol" 145 55.4 1.1
"10267" " Fiesta" 2018 10795 "Manual" 13597 "Petrol" 145 55.4 1.1
"10268" " Fiesta" 2018 10795 "Manual" 10266 "Petrol" 145 55.4 1.1
"10270" " Kuga" 2018 16789 "Manual" 26956 "Petrol" 145 45.6 1.5
"10271" " Fiesta" 2018 10679 "Manual" 9820 "Petrol" 150 58.9 1
"10272" " Kuga" 2018 16222 "Manual" 17036 "Diesel" 145 60.1 2
"10277" " Fiesta" 2018 13491 "Semi-Auto" 3531 "Petrol" 145 48.7 1
"10278" " Fiesta" 2018 13991 "Manual" 13456 "Petrol" 145 62.8 1
"10279" " Ka+" 2018 8888 "Manual" 25000 "Petrol" 145 47.9 1.2
"10288" " Focus" 2018 13441 "Manual" 16117 "Diesel" 150 74.3 1.5
"10299" " C-MAX" 2018 13090 "Automatic" 7740 "Diesel" 145 56.5 1.5
"10303" " EcoSport" 2019 17590 "Semi-Auto" 1576 "Petrol" 145 45.6 1
"10304" " Focus" 2018 17997 "Manual" 15336 "Petrol" 145 41.5 2
"10310" " Focus" 2019 18140 "Manual" 4577 "Diesel" 145 61.4 1.5
"10311" " Kuga" 2019 21300 "Semi-Auto" 18333 "Diesel" 145 42.2 2
"10312" " Kuga" 2019 21970 "Manual" 9455 "Diesel" 145 47.9 2
"10313" " Focus" 2019 14491 "Manual" 7588 "Petrol" 145 60.1 1
"10314" " Focus" 2019 15260 "Manual" 11301 "Petrol" 145 60.1 1
"10315" " Focus" 2019 15440 "Manual" 10613 "Petrol" 145 60.1 1
"10316" " Focus" 2019 14730 "Manual" 3803 "Petrol" 145 58.9 1
"10317" " Focus" 2019 18910 "Manual" 11167 "Petrol" 145 58.9 1
"10318" " Focus" 2019 13491 "Manual" 3915 "Petrol" 145 60.1 1
"10319" " Focus" 2019 15420 "Manual" 5447 "Petrol" 145 60.1 1
"10320" " Focus" 2019 15860 "Manual" 4265 "Petrol" 145 60.1 1
"10323" " Kuga" 2019 17991 "Manual" 151 "Diesel" 145 38.2 2
"10327" " Fiesta" 2018 10700 "Manual" 14126 "Petrol" 145 65.7 1
"10328" " Ka+" 2018 7680 "Manual" 21819 "Petrol" 145 57.7 1.2
"10329" " EcoSport" 2018 14320 "Manual" 11912 "Petrol" 145 54.3 1
"10331" " Fiesta" 2019 12430 "Manual" 6555 "Petrol" 145 58.9 1
"10332" " Focus" 2019 15320 "Manual" 9369 "Petrol" 145 60.1 1
"10337" " Focus" 2019 29350 "Manual" 1617 "Petrol" 145 34.5 2.3
"10338" " Focus" 2018 20370 "Manual" 13008 "Petrol" 145 41.5 2
"10341" " Ka+" 2019 11000 "Manual" 2000 "Petrol" 145 47.9 1.2
"10343" " Ka+" 2019 10550 "Manual" 2463 "Petrol" 145 47.9 1.2
"10344" " Ka+" 2018 7295 "Manual" 26792 "Petrol" 145 57.7 1.2
"10345" " Focus" 2019 17480 "Manual" 3314 "Petrol" 145 60.1 1
"10346" " Fiesta" 2019 13140 "Manual" 2818 "Petrol" 145 48.7 1.1
"10347" " Focus" 2019 20380 "Manual" 6235 "Diesel" 145 70.6 2
"10349" " EcoSport" 2019 17990 "Manual" 2978 "Petrol" 145 53.3 1
"10350" " Focus" 2019 17491 "Automatic" 9389 "Petrol" 145 50.4 1
"10353" " Focus" 2019 16230 "Automatic" 16424 "Diesel" 145 67.3 1.5
"10354" " Fiesta" 2019 13120 "Manual" 5166 "Petrol" 145 58.9 1
"10355" " Ka+" 2019 10550 "Manual" 2000 "Petrol" 145 47.9 1.2
"10357" " Fiesta" 2020 15491 "Manual" 251 "Petrol" 145 51.4 1
"10358" " Focus" 2020 15600 "Manual" 557 "Petrol" 145 60.1 1
"10361" " Fiesta" 2018 10699 "Manual" 30704 "Petrol" 145 65.7 1
"10362" " Fiesta" 2018 10699 "Manual" 28654 "Petrol" 145 65.7 1
"10364" " Fiesta" 2018 10699 "Manual" 32895 "Petrol" 150 65.7 1
"10368" " Fiesta" 2018 10495 "Manual" 17125 "Petrol" 145 65.7 1
"10369" " EcoSport" 2019 15700 "Manual" 1518 "Petrol" 145 53.3 1
"10370" " Fiesta" 2018 13500 "Manual" 3871 "Petrol" 145 58.9 1
"10372" " Fiesta" 2018 11931 "Manual" 11696 "Petrol" 145 62.8 1
"10373" " Fiesta" 2019 12790 "Manual" 10148 "Petrol" 145 58.9 1
"10374" " Mustang" 2018 28615 "Manual" 17876 "Petrol" 145 20.9 5
"10381" " Ka+" 2018 9600 "Manual" 9844 "Petrol" 145 43.5 1.2
"10383" " Fiesta" 2018 10300 "Manual" 17150 "Petrol" 145 65.7 1
"10384" " Fiesta" 2020 17300 "Manual" 6000 "Petrol" 145 55.4 1
"10385" " Fiesta" 2018 10300 "Manual" 21452 "Petrol" 145 65.7 1
"10386" " Fiesta" 2018 13800 "Semi-Auto" 2456 "Petrol" 145 48.7 1
"10387" " EcoSport" 2019 16800 "Automatic" 3696 "Petrol" 145 45.6 1
"10390" " Kuga" 2019 21200 "Automatic" 7858 "Diesel" 145 38.7 2
"10393" " Fiesta" 2019 13140 "Manual" 4344 "Petrol" 145 48.7 1.1
"10395" " Fiesta" 2018 13790 "Automatic" 9822 "Petrol" 145 54.3 1
"10397" " Fiesta" 2019 14550 "Manual" 10071 "Petrol" 145 60.1 1
"10398" " Fiesta" 2019 14080 "Manual" 11317 "Petrol" 145 60.1 1
"10399" " Fiesta" 2019 14930 "Manual" 10586 "Petrol" 145 55.4 1
"10400" " Focus" 2018 13160 "Manual" 21235 "Diesel" 145 80.7 1.5
"10407" " Kuga" 2018 20295 "Automatic" 2833 "Petrol" 145 38.2 1.5
"10410" " EcoSport" 2018 13550 "Manual" 11250 "Petrol" 145 54.3 1
"10411" " Kuga" 2019 22490 "Semi-Auto" 10598 "Diesel" 150 42.2 2
"10412" " EcoSport" 2019 17990 "Semi-Auto" 10 "Petrol" 150 44.1 1
"10413" " Fiesta" 2018 11290 "Manual" 11000 "Petrol" 150 60.1 1
"10414" " Fiesta" 2019 15490 "Manual" 10100 "Petrol" 150 55.4 1
"10415" " Fiesta" 2018 10000 "Manual" 56100 "Petrol" 150 62.8 1
"10416" " Fiesta" 2018 10990 "Manual" 21000 "Petrol" 150 65.7 1
"10417" " Fiesta" 2019 12975 "Manual" 5500 "Petrol" 150 58.9 1
"10418" " Fiesta" 2018 9290 "Manual" 5755 "Petrol" 150 64.2 1.1
"10420" " Focus" 2019 16200 "Manual" 12981 "Petrol" 150 49.6 1
"10424" " Kuga" 2018 16198 "Manual" 24869 "Diesel" 145 64.2 1.5
"10431" " Kuga" 2018 16817 "Manual" 6360 "Petrol" 145 39.2 1.5
"10433" " Kuga" 2018 20000 "Manual" 15822 "Diesel" 145 54.3 2
"10434" " Fiesta" 2018 10450 "Manual" 17038 "Petrol" 145 65.7 1
"10435" " Fiesta" 2018 12590 "Manual" 16313 "Petrol" 145 58.9 1
"10436" " Focus" 2019 19236 "Automatic" 4896 "Diesel" 145 54.3 1.5
"10437" " Focus" 2019 16990 "Manual" 7546 "Petrol" 145 47.9 1
"10438" " S-MAX" 2018 21750 "Semi-Auto" 18153 "Diesel" 145 52.3 2
"10439" " Focus" 2019 19490 "Automatic" 729 "Diesel" 145 53.3 1.5
"10440" " Focus" 2018 16990 "Manual" 19500 "Petrol" 145 58.9 1
"10441" " Kuga" 2019 17990 "Manual" 11000 "Petrol" 145 35.3 1.5
"10442" " EcoSport" 2018 14390 "Semi-Auto" 13952 "Petrol" 145 45.6 1
"10443" " Ka+" 2019 12890 "Manual" 5 "Petrol" 145 43.5 1.2
"10444" " Galaxy" 2019 22990 "Semi-Auto" 4960 "Diesel" 145 53.3 2
"10447" " Edge" 2018 25990 "Semi-Auto" 9600 "Diesel" 145 47.9 2
"10449" " Kuga" 2018 17950 "Manual" 19500 "Diesel" 145 47.9 2
"10450" " Fiesta" 2018 11490 "Manual" 13000 "Petrol" 145 60.1 1
"10452" " Focus" 2019 27580 "Manual" 7069 "Petrol" 145 34.5 2.3
"10456" " Focus" 2018 13510 "Automatic" 13409 "Petrol" 145 51.4 1
"10459" " Fiesta" 2018 9891 "Manual" 31639 "Petrol" 145 65.7 1
"10460" " Fiesta" 2018 10290 "Manual" 29196 "Petrol" 145 56.5 1
"10462" " Fiesta" 2019 13210 "Manual" 11078 "Petrol" 145 55.4 1
"10463" " EcoSport" 2018 14560 "Manual" 1090 "Petrol" 145 54.3 1
"10467" " Kuga" 2019 23760 "Manual" 7962 "Diesel" 145 37.7 2
"10468" " Grand C-MAX" 2018 13647 "Manual" 10652 "Petrol" 145 47.1 1
"10470" " EcoSport" 2019 17990 "Semi-Auto" 1156 "Petrol" 145 45.6 1
"10480" " Focus" 2018 19979 "Semi-Auto" 6465 "Diesel" 145 61.4 2
"10482" " Kuga" 2019 20479 "Manual" 4953 "Petrol" 145 35.3 1.5
"10483" " Fiesta" 2018 11479 "Manual" 12553 "Petrol" 145 65.7 1
"10484" " Kuga" 2019 18479 "Manual" 10766 "Diesel" 145 38.2 2
"10496" " Fiesta" 2018 9995 "Manual" 6500 "Petrol" 145 64.2 1.1
"10497" " Fiesta" 2018 10999 "Manual" 8968 "Petrol" 145 55.4 1.1
"10500" " Focus" 2018 20991 "Manual" 6833 "Petrol" 145 41.5 2
"10507" " Fiesta" 2018 12495 "Manual" 17900 "Petrol" 145 56.5 1
"10509" " EcoSport" 2019 18995 "Semi-Auto" 490 "Petrol" 145 44.1 1
"10511" " Focus" 2019 15370 "Manual" 7912 "Petrol" 145 60.1 1
"10512" " Focus" 2019 16190 "Manual" 10737 "Diesel" 145 74.3 1.5
"10513" " Fiesta" 2019 13890 "Automatic" 5452 "Petrol" 145 48.7 1
"10514" " Focus" 2019 14390 "Manual" 10889 "Petrol" 145 58.9 1
"10515" " Focus" 2019 17030 "Manual" 8439 "Petrol" 145 51.4 1.5
"10516" " Focus" 2019 14410 "Manual" 7100 "Petrol" 145 60.1 1
"10517" " Kuga" 2019 19610 "Manual" 9863 "Diesel" 145 47.9 2
"10520" " Kuga" 2018 16479 "Manual" 16349 "Petrol" 145 45.6 1.5
"10521" " Mondeo" 2018 14979 "Manual" 25199 "Petrol" 145 48.7 1.5
"10522" " Fiesta" 2018 10979 "Manual" 12760 "Petrol" 145 65.7 1
"10524" " Focus" 2018 16479 "Manual" 2596 "Petrol" 145 60.1 1
"10525" " Focus" 2018 28975 "Manual" 14171 "Petrol" 145 36.7 2.3
"10530" " Focus" 2019 16970 "Manual" 5802 "Petrol" 145 60.1 1
"10531" " Focus" 2018 16479 "Manual" 18332 "Diesel" 145 74.3 1.5
"10533" " Fiesta" 2018 9679 "Manual" 14044 "Petrol" 150 64.2 1.1
"10535" " Fiesta" 2018 9979 "Manual" 58373 "Petrol" 145 65.7 1
"10537" " Mondeo" 2020 24979 "Automatic" 2213 "Hybrid" 135 47.9 2
"10538" " Fiesta" 2018 12479 "Semi-Auto" 18559 "Petrol" 145 48.7 1
"10542" " Fiesta" 2019 14441 "Semi-Auto" 7220 "Petrol" 145 48.7 1
"10544" " Fiesta" 2018 10510 "Manual" 12070 "Petrol" 145 65.7 1
"10549" " Focus" 2018 12970 "Manual" 7994 "Petrol" 145 57.7 1
"10551" " Fiesta" 2018 10179 "Manual" 15950 "Petrol" 145 65.7 1
"10553" " Fiesta" 2019 16479 "Manual" 11288 "Diesel" 145 58.9 1.5
"10554" " S-MAX" 2019 33979 "Semi-Auto" 4988 "Diesel" 145 43.5 2
"10555" " Puma" 2020 19979 "Manual" 1440 "Petrol" 145 51.4 1
"10556" " Fiesta" 2018 10979 "Manual" 16430 "Petrol" 145 65.7 1
"10557" " Fiesta" 2018 11000 "Manual" 16301 "Petrol" 145 56.5 1
"10558" " Fiesta" 2018 11000 "Manual" 22845 "Petrol" 145 56.5 1
"10559" " Fiesta" 2018 10590 "Manual" 33770 "Petrol" 145 56.5 1
"10563" " S-MAX" 2019 22979 "Manual" 8199 "Petrol" 145 33.6 1.5
"10564" " Focus" 2020 28939 "Manual" 601 "Petrol" 145 34.5 2.3
"10576" " Kuga" 2019 18479 "Manual" 15937 "Petrol" 145 35.3 1.5
"10578" " Focus" 2018 13979 "Manual" 16808 "Petrol" 145 57.7 1
"10582" " Focus" 2019 16030 "Manual" 9145 "Diesel" 145 74.3 1.5
"10583" " Kuga" 2018 17160 "Manual" 10267 "Petrol" 145 39.2 1.5
"10586" " S-MAX" 2019 23179 "Manual" 12036 "Petrol" 145 33.6 1.5
"10587" " EcoSport" 2019 16479 "Manual" 4470 "Diesel" 145 58.9 1.5
"10588" " S-MAX" 2019 24979 "Manual" 10026 "Diesel" 145 54.3 2
"10590" " Galaxy" 2018 17979 "Manual" 34350 "Diesel" 145 56.5 2
"10591" " EcoSport" 2018 14179 "Semi-Auto" 23807 "Petrol" 145 48.7 1
"10593" " EcoSport" 2019 16995 "Manual" 3500 "Petrol" 145 53.3 1
"10594" " Focus" 2019 19995 "Automatic" 6000 "Diesel" 145 64.2 2
"10597" " Fiesta" 2018 11495 "Manual" 12700 "Petrol" 150 56.5 1
"10598" " Ka+" 2019 11295 "Manual" 1850 "Petrol" 145 43.5 1.2
"10605" " Fiesta" 2018 13300 "Manual" 5687 "Petrol" 150 62.8 1
"10606" " Fiesta" 2018 12500 "Manual" 4583 "Petrol" 150 65.7 1
"10608" " Fiesta" 2019 14000 "Manual" 10114 "Petrol" 145 58.9 1
"10610" " Fiesta" 2018 11679 "Manual" 16906 "Petrol" 145 65.7 1
"10611" " Ka+" 2019 9675 "Manual" 3850 "Petrol" 145 47.9 1.2
"10612" " Ka+" 2019 9279 "Manual" 9266 "Petrol" 145 47.9 1.2
"10613" " Fiesta" 2018 17479 "Manual" 15121 "Petrol" 145 40.3 1.5
"10614" " Fiesta" 2018 9750 "Manual" 9768 "Petrol" 145 64.2 1.1
"10615" " Mustang" 2020 33979 "Manual" 613 "Petrol" 145 31.4 2.3
"10616" " Fiesta" 2018 10679 "Manual" 21085 "Petrol" 145 65.7 1
"10617" " Fiesta" 2018 9679 "Manual" 10125 "Petrol" 145 65.7 1
"10618" " Fiesta" 2019 15479 "Semi-Auto" 3280 "Petrol" 145 48.7 1
"10619" " Fiesta" 2018 13970 "Manual" 9141 "Petrol" 145 62.8 1
"10620" " Focus" 2018 18277 "Manual" 18646 "Diesel" 145 67.3 2
"10621" " Fiesta" 2018 10490 "Manual" 14133 "Petrol" 145 65.7 1
"10622" " Kuga" 2019 19470 "Manual" 13522 "Diesel" 145 47.9 2
"10623" " Focus" 2019 15520 "Manual" 6754 "Petrol" 145 60.1 1
"10624" " Focus" 2019 15540 "Manual" 11881 "Petrol" 145 60.1 1
"10625" " Fiesta" 2018 11500 "Manual" 17250 "Petrol" 150 65.7 1
"10626" " Fiesta" 2018 13000 "Manual" 11887 "Petrol" 145 58.9 1
"10627" " Fiesta" 2019 18000 "Manual" 4895 "Petrol" 145 40.3 1.5
"10630" " Fiesta" 2018 12000 "Manual" 10097 "Petrol" 145 65.7 1
"10633" " EcoSport" 2018 13000 "Manual" 29357 "Petrol" 150 54.3 1
"10635" " EcoSport" 2018 16500 "Semi-Auto" 3214 "Petrol" 150 45.6 1
"10636" " Fiesta" 2018 10980 "Manual" 11083 "Petrol" 145 65.7 1
"10638" " Fiesta" 2019 16500 "Manual" 4578 "Petrol" 145 58.9 1
"10639" " Ka+" 2018 9500 "Manual" 4795 "Petrol" 145 47.9 1.2
"10640" " B-MAX" 2018 9000 "Manual" 31894 "Petrol" 145 55.4 1
"10642" " Fiesta" 2019 14995 "Automatic" 8342 "Petrol" 145 48.7 1
"10643" " EcoSport" 2019 16495 "Manual" 3031 "Petrol" 145 53.3 1
"10644" " Fiesta" 2018 11495 "Manual" 19709 "Petrol" 145 65.7 1
"10648" " Galaxy" 2019 24479 "Semi-Auto" 9770 "Diesel" 145 54.3 2
"10651" " Fiesta" 2018 10495 "Manual" 10964 "Petrol" 145 65.7 1
"10658" " Focus" 2019 14995 "Manual" 843 "Petrol" 145 60.1 1
"10659" " Kuga" 2019 19995 "Manual" 2100 "Petrol" 145 39.2 1.5
"10660" " Kuga" 2019 19000 "Manual" 19874 "Diesel" 145 60.1 2
"10661" " Mondeo" 2019 27000 "Automatic" 18457 "Diesel" 145 48.7 2
"10663" " Fiesta" 2018 9500 "Manual" 14562 "Petrol" 145 55.4 1.1
"10664" " Fiesta" 2018 12000 "Semi-Auto" 13378 "Petrol" 145 54.3 1
"10665" " EcoSport" 2019 17500 "Automatic" 1001 "Petrol" 145 45.6 1
"10667" " Fiesta" 2018 12000 "Manual" 9553 "Petrol" 145 65.7 1
